FIPS_Code,State,Area_Name,Attribute,Value
53000,WA,Washington,Unemployed_2019,166881
53000,WA,Washington,Unemployment_rate_2019,4.2
53000,WA,Washington,Civilian_labor_force_2020,3891363
53000,WA,Washington,Employed_2020,3560168
53000,WA,Washington,Unemployed_2020,331195
53000,WA,Washington,Unemployment_rate_2020,8.5
53000,WA,Washington,Civilian_labor_force_2021,3869163
53000,WA,Washington,Employed_2021,3667123
53000,WA,Washington,Unemployed_2021,202040
53000,WA,Washington,Unemployment_rate_2021,5.2
53000,WA,Washington,Civilian_labor_force_2022,3969967
53000,WA,Washington,Employed_2022,3806848
53000,WA,Washington,Unemployed_2022,163119
53000,WA,Washington,Unemployment_rate_2022,4.1
53000,WA,Washington,Civilian_labor_force_2023,4025762
53000,WA,Washington,Employed_2023,3860883
53000,WA,Washington,Unemployed_2023,164879
53000,WA,Washington,Unemployment_rate_2023,4.1
53000,WA,Washington,Median_Household_Income_2022,91255
53000,WA,Washington,Med_HH_Income_Percent_of_State_Total_2022,100
54000,WV,West Virginia,Civilian_labor_force_2019,794874
54000,WV,West Virginia,Employed_2019,755523
54000,WV,West Virginia,Unemployed_2019,39351
54000,WV,West Virginia,Unemployment_rate_2019,5
54000,WV,West Virginia,Civilian_labor_force_2020,777139
54000,WV,West Virginia,Employed_2020,713044
54000,WV,West Virginia,Unemployed_2020,64095
54000,WV,West Virginia,Unemployment_rate_2020,8.2
54000,WV,West Virginia,Civilian_labor_force_2021,773616
54000,WV,West Virginia,Employed_2021,733825
54000,WV,West Virginia,Unemployed_2021,39791
54000,WV,West Virginia,Unemployment_rate_2021,5.1
54000,WV,West Virginia,Civilian_labor_force_2022,778705
54000,WV,West Virginia,Employed_2022,748269
54000,WV,West Virginia,Unemployed_2022,30436
54000,WV,West Virginia,Unemployment_rate_2022,3.9
54000,WV,West Virginia,Civilian_labor_force_2023,785642
54000,WV,West Virginia,Employed_2023,754986
54000,WV,West Virginia,Unemployed_2023,30656
54000,WV,West Virginia,Unemployment_rate_2023,3.9
54000,WV,West Virginia,Median_Household_Income_2022,54097
54000,WV,West Virginia,Med_HH_Income_Percent_of_State_Total_2022,100
55000,WI,Wisconsin,Civilian_labor_force_2019,3117744
55000,WI,Wisconsin,Employed_2019,3017904
55000,WI,Wisconsin,Unemployed_2019,99840
55000,WI,Wisconsin,Unemployment_rate_2019,3.2
55000,WI,Wisconsin,Civilian_labor_force_2020,3100674
55000,WI,Wisconsin,Employed_2020,2900956
55000,WI,Wisconsin,Unemployed_2020,199718
55000,WI,Wisconsin,Unemployment_rate_2020,6.4
55000,WI,Wisconsin,Civilian_labor_force_2021,3106511
55000,WI,Wisconsin,Employed_2021,2986636
55000,WI,Wisconsin,Unemployed_2021,119875
55000,WI,Wisconsin,Unemployment_rate_2021,3.9
55000,WI,Wisconsin,Civilian_labor_force_2022,3094981
55000,WI,Wisconsin,Employed_2022,3004778
55000,WI,Wisconsin,Unemployed_2022,90203
55000,WI,Wisconsin,Unemployment_rate_2022,2.9
55000,WI,Wisconsin,Civilian_labor_force_2023,3133909
55000,WI,Wisconsin,Employed_2023,3038960
55000,WI,Wisconsin,Unemployed_2023,94949
55000,WI,Wisconsin,Unemployment_rate_2023,3
55000,WI,Wisconsin,Median_Household_Income_2022,71050
55000,WI,Wisconsin,Med_HH_Income_Percent_of_State_Total_2022,100
56000,WY,Wyoming,Civilian_labor_force_2019,293997
56000,WY,Wyoming,Employed_2019,283071
56000,WY,Wyoming,Unemployed_2019,10926
56000,WY,Wyoming,Unemployment_rate_2019,3.7
56000,WY,Wyoming,Civilian_labor_force_2020,293606
56000,WY,Wyoming,Employed_2020,276367
56000,WY,Wyoming,Unemployed_2020,17239
56000,WY,Wyoming,Unemployment_rate_2020,5.9
56000,WY,Wyoming,Civilian_labor_force_2021,288769
56000,WY,Wyoming,Employed_2021,275633
56000,WY,Wyoming,Unemployed_2021,13136
56000,WY,Wyoming,Unemployment_rate_2021,4.5
56000,WY,Wyoming,Civilian_labor_force_2022,292664
56000,WY,Wyoming,Employed_2022,282615
56000,WY,Wyoming,Unemployed_2022,10049
56000,WY,Wyoming,Unemployment_rate_2022,3.4
56000,WY,Wyoming,Civilian_labor_force_2023,295207
56000,WY,Wyoming,Employed_2023,286669
56000,WY,Wyoming,Unemployed_2023,8538
56000,WY,Wyoming,Unemployment_rate_2023,2.9
56000,WY,Wyoming,Median_Household_Income_2022,71275
56000,WY,Wyoming,Med_HH_Income_Percent_of_State_Total_2022,100
72000,PR,Puerto Rico,Civilian_labor_force_2019,1090852
72000,PR,Puerto Rico,Employed_2019,1000363
72000,PR,Puerto Rico,Unemployed_2019,90489
72000,PR,Puerto Rico,Unemployment_rate_2019,8.3
72000,PR,Puerto Rico,Civilian_labor_force_2021,1171949
72000,PR,Puerto Rico,Employed_2021,1079112
72000,PR,Puerto Rico,Unemployed_2021,92837
72000,PR,Puerto Rico,Unemployment_rate_2021,7.9
72000,PR,Puerto Rico,Civilian_labor_force_2022,1187414
72000,PR,Puerto Rico,Employed_2022,1115938
72000,PR,Puerto Rico,Unemployed_2022,71476
72000,PR,Puerto Rico,Unemployment_rate_2022,6
72000,PR,Puerto Rico,Civilian_labor_force_2023,1197463
72000,PR,Puerto Rico,Employed_2023,1127126
72000,PR,Puerto Rico,Unemployed_2023,70337
72000,PR,Puerto Rico,Unemployment_rate_2023,5.9
